game_id,voice_id,text,vocoder,out_path,pacing
skyrim,sk_malecondescending,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./malecondescending/BDBQ03A__00036126_1.wav,1
skyrim,sk_malecoward,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./malecoward/BDBQ03A__00036126_1.wav,1
skyrim,sk_maledarkelfcommoner,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./DLC2MaleDarkElfCommoner/BDBQ03A__00036126_1.wav,1
skyrim,sk_maledarkelfcynical,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./DLC2MaleDarkElfCynical/BDBQ03A__00036126_1.wav,1
skyrim,sk_maledrunk,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./maledrunk/BDBQ03A__00036126_1.wav,1
skyrim,sk_maledunmer,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./MaleDarkElf/BDBQ03A__00036126_1.wav,1
skyrim,sk_maleelfhaughty,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./maleelfhaughty/BDBQ03A__00036126_1.wav,1
skyrim,sk_maleeventoned,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./maleeventoned/BDBQ03A__00036126_1.wav,1
skyrim,sk_maleeventonedaccented,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./maleeventonedaccented/BDBQ03A__00036126_1.wav,1
skyrim,sk_maleguard,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./maleguard/BDBQ03A__00036126_1.wav,1
skyrim,sk_malekhajiit,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./malekhajiit/BDBQ03A__00036126_1.wav,1
skyrim,sk_malenord,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./malenord/BDBQ03A__00036126_1.wav,1
skyrim,sk_malenordcommander,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./malenordcommander/BDBQ03A__00036126_1.wav,1
skyrim,sk_maleoldgrumpy,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./maleoldgrumpy/BDBQ03A__00036126_1.wav,1
skyrim,sk_maleoldkindly,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./maleoldkindly/BDBQ03A__00036126_1.wav,1
skyrim,sk_maleorc,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./maleorc/BDBQ03A__00036126_1.wav,1
skyrim,sk_maleslycynical,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./maleslycynical/BDBQ03A__00036126_1.wav,1
skyrim,sk_malesoldier,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./malesoldier/BDBQ03A__00036126_1.wav,1
skyrim,sk_malevampire,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./DLC1MaleVampire/BDBQ03A__00036126_1.wav,1
skyrim,sk_malewarlock,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./malewarlock/BDBQ03A__00036126_1.wav,1
skyrim,sk_maleyoungeager,"Don't you tell me I'm right, i've been.... wait, you agree?",hifi,./maleyoungeager/BDBQ03A__00036126_1.wav,1
skyrim,sk_femalesultry,"I don't know what you're doing spying on people, but I was just practicing my Conjuration skills, that's all.",hifi,./femalesultry/BDBQ05_BDBQ05AliciaAlerted_000343C3_1.wav,1
skyrim,sk_femalesultry,"The Book is very clear: ,Tears must be real for cries to be heard, the blood must run,",hifi,./femalesultry/BDBQA2Aver_BDBQA2AvernaCon_00032DC7_1.wav,1
skyrim,sk_femalesultry,I need that Grimoire,hifi,./femalesultry/BDBAvernaDialogue__00032DCE_1.wav,1
skyrim,sk_femalesultry,Now leave me alone so I can finish translating this book.,hifi,./femalesultry/BDBAvernaDialogue__00032DCD_1.wav,1
skyrim,sk_femalesultry,Go slaughter some virgins...,hifi,./femalesultry/BDBAvernaDialogue__00032DCC_1.wav,1
skyrim,sk_femalesultry,"Goodbye, Listener.",hifi,./femalesultry/BDBAvernaDialogue__00032DCB_1.wav,1
skyrim,sk_femalesultry,If you need help killing someone...,hifi,./femalesultry/BDBAvernaDialogue__00032DCA_1.wav,1
skyrim,sk_femalesultry,May Sithis Guide You,hifi,./femalesultry/BDBAvernaDialogue__00032DC9_1.wav,1
skyrim,sk_femalesultry,Farewell,hifi,./femalesultry/BDBAvernaDialogue__00032DC8_1.wav,1
skyrim,sk_femaleargonian,Yuvon!,hifi,./femaleargonian/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femalecommander,Yuvon!,hifi,./femalecommander/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femalecommoner,Yuvon!,hifi,./femalecommoner/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femalecondescending,Yuvon!,hifi,./femalecondescending/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femalecoward,Yuvon!,hifi,./femalecoward/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femaledarkelf,Yuvon!,hifi,./femaledarkelf/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femaledarkelfcommoner,Yuvon!,hifi,./DLC2FemaleDarkElfCommoner/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femaleelfhaughty,Yuvon!,hifi,./femaleelfhaughty/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femaleeventoned,Yuvon!,hifi,./femaleeventoned/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femalekhajiit,Yuvon!,hifi,./femalekhajiit/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femalenord,Yuvon!,hifi,./femalenord/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femaleoldgrumpy,Yuvon!,hifi,./femaleoldgrumpy/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femaleoldkindly,Yuvon!,hifi,./femaleoldkindly/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femaleorc,Yuvon!,hifi,./femaleorc/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femaleshrill,Yuvon!,hifi,./femaleshrill/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femalesultry,Yuvon!,hifi,./femalesultry/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femalevampire,Yuvon!,hifi,./DLC1FemaleVampire/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femaleyoungeager,Yuvon!,hifi,./femaleyoungeager/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maleargonian,Yuvon!,hifi,./maleargonian/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malebandit,Yuvon!,hifi,./malebandit/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malebrute,Yuvon!,hifi,./malebrute/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malecommander,Yuvon!,hifi,./malecommander/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malecommoner,Yuvon!,hifi,./malecommoner/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malecommoneraccented,Yuvon!,hifi,./malecommoneraccented/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malecondescending,Yuvon!,hifi,./malecondescending/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malecoward,Yuvon!,hifi,./malecoward/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maledarkelfcommoner,Yuvon!,hifi,./DLC2MaleDarkElfCommoner/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maledarkelfcynical,Yuvon!,hifi,./DLC2MaleDarkElfCynical/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maledrunk,Yuvon!,hifi,./maledrunk/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maledunmer,Yuvon!,hifi,./MaleDarkElf/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maleelfhaughty,Yuvon!,hifi,./maleelfhaughty/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maleeventoned,Yuvon!,hifi,./maleeventoned/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maleeventonedaccented,Yuvon!,hifi,./maleeventonedaccented/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maleguard,Yuvon!,hifi,./maleguard/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malekhajiit,Yuvon!,hifi,./malekhajiit/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malenord,Yuvon!,hifi,./malenord/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malenordcommander,Yuvon!,hifi,./malenordcommander/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maleoldgrumpy,Yuvon!,hifi,./maleoldgrumpy/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maleoldkindly,Yuvon!,hifi,./maleoldkindly/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maleorc,Yuvon!,hifi,./maleorc/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maleslycynical,Yuvon!,hifi,./maleslycynical/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malesoldier,Yuvon!,hifi,./malesoldier/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malevampire,Yuvon!,hifi,./DLC1MaleVampire/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_malewarlock,Yuvon!,hifi,./malewarlock/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_maleyoungeager,Yuvon!,hifi,./maleyoungeager/BDBStabbyDialogue__00031770_1.wav,1
skyrim,sk_femaleargonian,Yuvon Nol!,hifi,./femaleargonian/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femalecommander,Yuvon Nol!,hifi,./femalecommander/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femalecommoner,Yuvon Nol!,hifi,./femalecommoner/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femalecondescending,Yuvon Nol!,hifi,./femalecondescending/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femalecoward,Yuvon Nol!,hifi,./femalecoward/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femaledarkelf,Yuvon Nol!,hifi,./femaledarkelf/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femaledarkelfcommoner,Yuvon Nol!,hifi,./DLC2FemaleDarkElfCommoner/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femaleelfhaughty,Yuvon Nol!,hifi,./femaleelfhaughty/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femaleeventoned,Yuvon Nol!,hifi,./femaleeventoned/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femalekhajiit,Yuvon Nol!,hifi,./femalekhajiit/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femalenord,Yuvon Nol!,hifi,./femalenord/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femaleoldgrumpy,Yuvon Nol!,hifi,./femaleoldgrumpy/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femaleoldkindly,Yuvon Nol!,hifi,./femaleoldkindly/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femaleorc,Yuvon Nol!,hifi,./femaleorc/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femaleshrill,Yuvon Nol!,hifi,./femaleshrill/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femalesultry,Yuvon Nol!,hifi,./femalesultry/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femalevampire,Yuvon Nol!,hifi,./DLC1FemaleVampire/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femaleyoungeager,Yuvon Nol!,hifi,./femaleyoungeager/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maleargonian,Yuvon Nol!,hifi,./maleargonian/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malebandit,Yuvon Nol!,hifi,./malebandit/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malebrute,Yuvon Nol!,hifi,./malebrute/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malecommander,Yuvon Nol!,hifi,./malecommander/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malecommoner,Yuvon Nol!,hifi,./malecommoner/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malecommoneraccented,Yuvon Nol!,hifi,./malecommoneraccented/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malecondescending,Yuvon Nol!,hifi,./malecondescending/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malecoward,Yuvon Nol!,hifi,./malecoward/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maledarkelfcommoner,Yuvon Nol!,hifi,./DLC2MaleDarkElfCommoner/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maledarkelfcynical,Yuvon Nol!,hifi,./DLC2MaleDarkElfCynical/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maledrunk,Yuvon Nol!,hifi,./maledrunk/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maledunmer,Yuvon Nol!,hifi,./MaleDarkElf/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maleelfhaughty,Yuvon Nol!,hifi,./maleelfhaughty/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maleeventoned,Yuvon Nol!,hifi,./maleeventoned/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maleeventonedaccented,Yuvon Nol!,hifi,./maleeventonedaccented/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maleguard,Yuvon Nol!,hifi,./maleguard/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malekhajiit,Yuvon Nol!,hifi,./malekhajiit/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malenord,Yuvon Nol!,hifi,./malenord/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malenordcommander,Yuvon Nol!,hifi,./malenordcommander/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maleoldgrumpy,Yuvon Nol!,hifi,./maleoldgrumpy/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maleoldkindly,Yuvon Nol!,hifi,./maleoldkindly/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maleorc,Yuvon Nol!,hifi,./maleorc/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maleslycynical,Yuvon Nol!,hifi,./maleslycynical/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malesoldier,Yuvon Nol!,hifi,./malesoldier/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malevampire,Yuvon Nol!,hifi,./DLC1MaleVampire/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_malewarlock,Yuvon Nol!,hifi,./malewarlock/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_maleyoungeager,Yuvon Nol!,hifi,./maleyoungeager/BDBStabbyDialogue__0003176E_1.wav,1
skyrim,sk_femaleargonian,Ver... Nah!,hifi,./femaleargonian/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femalecommander,Ver... Nah!,hifi,./femalecommander/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femalecommoner,Ver... Nah!,hifi,./femalecommoner/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femalecondescending,Ver... Nah!,hifi,./femalecondescending/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femalecoward,Ver... Nah!,hifi,./femalecoward/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femaledarkelf,Ver... Nah!,hifi,./femaledarkelf/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femaledarkelfcommoner,Ver... Nah!,hifi,./DLC2FemaleDarkElfCommoner/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femaleelfhaughty,Ver... Nah!,hifi,./femaleelfhaughty/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femaleeventoned,Ver... Nah!,hifi,./femaleeventoned/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femalekhajiit,Ver... Nah!,hifi,./femalekhajiit/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femalenord,Ver... Nah!,hifi,./femalenord/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femaleoldgrumpy,Ver... Nah!,hifi,./femaleoldgrumpy/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femaleoldkindly,Ver... Nah!,hifi,./femaleoldkindly/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femaleorc,Ver... Nah!,hifi,./femaleorc/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femaleshrill,Ver... Nah!,hifi,./femaleshrill/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femalesultry,Ver... Nah!,hifi,./femalesultry/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femalevampire,Ver... Nah!,hifi,./DLC1FemaleVampire/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femaleyoungeager,Ver... Nah!,hifi,./femaleyoungeager/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maleargonian,Ver... Nah!,hifi,./maleargonian/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malebandit,Ver... Nah!,hifi,./malebandit/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malebrute,Ver... Nah!,hifi,./malebrute/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malecommander,Ver... Nah!,hifi,./malecommander/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malecommoner,Ver... Nah!,hifi,./malecommoner/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malecommoneraccented,Ver... Nah!,hifi,./malecommoneraccented/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malecondescending,Ver... Nah!,hifi,./malecondescending/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malecoward,Ver... Nah!,hifi,./malecoward/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maledarkelfcommoner,Ver... Nah!,hifi,./DLC2MaleDarkElfCommoner/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maledarkelfcynical,Ver... Nah!,hifi,./DLC2MaleDarkElfCynical/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maledrunk,Ver... Nah!,hifi,./maledrunk/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maledunmer,Ver... Nah!,hifi,./MaleDarkElf/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maleelfhaughty,Ver... Nah!,hifi,./maleelfhaughty/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maleeventoned,Ver... Nah!,hifi,./maleeventoned/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maleeventonedaccented,Ver... Nah!,hifi,./maleeventonedaccented/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maleguard,Ver... Nah!,hifi,./maleguard/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malekhajiit,Ver... Nah!,hifi,./malekhajiit/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malenord,Ver... Nah!,hifi,./malenord/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malenordcommander,Ver... Nah!,hifi,./malenordcommander/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maleoldgrumpy,Ver... Nah!,hifi,./maleoldgrumpy/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maleoldkindly,Ver... Nah!,hifi,./maleoldkindly/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maleorc,Ver... Nah!,hifi,./maleorc/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maleslycynical,Ver... Nah!,hifi,./maleslycynical/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malesoldier,Ver... Nah!,hifi,./malesoldier/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malevampire,Ver... Nah!,hifi,./DLC1MaleVampire/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_malewarlock,Ver... Nah!,hifi,./malewarlock/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_maleyoungeager,Ver... Nah!,hifi,./maleyoungeager/BDBAvernaDialogue__000311FA_1.wav,1
skyrim,sk_femaleargonian,Ver!,hifi,./femaleargonian/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femalecommander,Ver!,hifi,./femalecommander/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femalecommoner,Ver!,hifi,./femalecommoner/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femalecondescending,Ver!,hifi,./femalecondescending/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femalecoward,Ver!,hifi,./femalecoward/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femaledarkelf,Ver!,hifi,./femaledarkelf/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femaledarkelfcommoner,Ver!,hifi,./DLC2FemaleDarkElfCommoner/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femaleelfhaughty,Ver!,hifi,./femaleelfhaughty/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femaleeventoned,Ver!,hifi,./femaleeventoned/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femalekhajiit,Ver!,hifi,./femalekhajiit/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femalenord,Ver!,hifi,./femalenord/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femaleoldgrumpy,Ver!,hifi,./femaleoldgrumpy/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femaleoldkindly,Ver!,hifi,./femaleoldkindly/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femaleorc,Ver!,hifi,./femaleorc/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femaleshrill,Ver!,hifi,./femaleshrill/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femalesultry,Ver!,hifi,./femalesultry/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femalevampire,Ver!,hifi,./DLC1FemaleVampire/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_femaleyoungeager,Ver!,hifi,./femaleyoungeager/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_maleargonian,Ver!,hifi,./maleargonian/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_malebandit,Ver!,hifi,./malebandit/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_malebrute,Ver!,hifi,./malebrute/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_malecommander,Ver!,hifi,./malecommander/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_malecommoner,Ver!,hifi,./malecommoner/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_malecommoneraccented,Ver!,hifi,./malecommoneraccented/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_malecondescending,Ver!,hifi,./malecondescending/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_malecoward,Ver!,hifi,./malecoward/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_maledarkelfcommoner,Ver!,hifi,./DLC2MaleDarkElfCommoner/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_maledarkelfcynical,Ver!,hifi,./DLC2MaleDarkElfCynical/BDBAvernaDialogue__000311F8_1.wav,1
skyrim,sk_maledrunk,Ver!,hifi,./maledrunk/BDBAvernaDialogue__000311F8_1.wav,1
